,condition,distance_between_original_user_in_percentage
j94fv8excmDyObLE0wT9,Calibration,3.4648418239287224
jRDRq5GBv1QPzqLbijCZ,Calibration,0.0
lRoBmyseGONB9HMkUfCQ,Calibration,1.0779103654762345
pFXBYMYZ4lorxs5bFwOy,Calibration,0.33827336706261196
pKA6wvV5ARf6PB7ZpKCi,Calibration,2.2613065326633155
pko9X30hPnDycvk76iMT,Calibration,4.4154836591671796
sG2mNcKfNbsqazYI01zB,Calibration,3.0096031226787776
sNqGUkavEO4Ivv0IcHQH,Calibration,1.0688282921777397
uhy91Tp0Wtz3f2CNMr6B,Calibration,1.1911431765950662
ylBwtPCaSkXtaYIsd9mJ,Calibration,3.41778856935817
zK5YImdBgocljDGBFyP5,Calibration,4.448635161124118
zoLKBfEaCuufcnUMDf1n,Calibration,0.5011000083851532
00Zewx25ztZHmhyGcjRv,Calibration,3.752292513146448
04CZQMCKjI3HonKuiJ6k,Calibration,3.030581420098887
0vrJrpE0ydXpMelYQlVf,Calibration,2.367913569438289
2MFPNF7aSbgRslKzGLae,Calibration,9.062499999999996
2RNo26mpa8CFLeMpyWkE,Calibration,0.6708000788938525
3jnHaXwRIzbT4qPsK70j,Calibration,4.152093955324078
4j8DC7aJ6mA6CTL7cT1h,Calibration,3.631693401835714
4qrV2WNg1AWFrQDNjPA5,Calibration,2.0921659184009096
5vAiJybGEGkWFh62gXQM,Calibration,0.8554021402131051
6VuPtCNynRDxQmAk0o7X,Calibration,1.938387209271212
6rDfUzeOGtjFwtpa9xF4,Calibration,1.0290613355127245
83UZa6t7ibGqpHpmTaJG,Calibration,3.936760297671349
8gTBq2lUOlgUGkMDnOSd,Calibration,3.4419590816913317
A0GXcmf73FRsErPhgA6n,Calibration,4.74962140854146
BNKp7YedUS18p1USkYAm,Calibration,2.3096553559095003
CxUKSHhDNf0Nwm8LBehq,Calibration,4.592901914157862
DEONFLq9WsY7uksvqC1d,Calibration,5.887311545556242
EeWMFOFRkLZlQl7slBj3,Calibration,5.552124148786149
FrXxYrV7dEkav5lWRnu3,Calibration,4.184517250443352
GWWq4Wpy9Zev8uoIOZKi,Calibration,4.751928869226644
Hz2DXJCXA31dO9clMGHn,Calibration,4.184517250443358
In9vLVyDtcTBYxo9J7h5,Calibration,3.6501584127541045
Izic6FRndUUdIbFgU2og,Calibration,6.889352871236784
J1blOSdLMOZEuG4i5kJs,Calibration,4.443517561405259
JAA94OKAei6XxhMqagBW,Calibration,3.2473436818051433
JZ9aZ2c6un9lgDlu2miL,Calibration,3.9780662309664496
KmPJnz9qrmXXt6Ils1BF,Calibration,2.3525657562596956
LUGlfIT3oJKR9pmNWvjd,Calibration,2.8282585355021794
Lpoe2lq7l9pPVxbI8Mdr,Calibration,1.1859401447921487
MHSAkUPx7b8vIOtvtyDh,Calibration,3.9340167285132304
NrbWJIuzysc7mSOiSNJd,Calibration,0.9184323342474972
O2HAlrsq1BMtLEOfvfkB,Calibration,0.0
OeA35leGsdyfKPfsS9xF,Calibration,2.2274212903952937
PUWo0YDBpmRA8CVNqMd9,Calibration,0.7494069188651616
PdObpMHWvfUzEyvuwPAY,Calibration,0.3124999999999989
QcxQrXonrqoEdVyUa4K5,Calibration,3.1950108866950613
S3SUqk2kkMxCNyBySwaB,Calibration,2.5131856485358934
T1kzQhxLfQp7kngQ7o6U,Calibration,3.680555555555556
TlrQpk4avXDuwsXDDn1I,Calibration,3.952288543686281
Vg85zdnyTGQGdIQbAtPX,Calibration,0.39937182619438905
WoLmYPjr0EDHyInLf8Y2,Calibration,2.652532047168232
Y9wwkMbh5EwToY2v7jbP,Calibration,2.9780483435975063
YB38IkTsdwIF5Aod1XNt,Calibration,1.5382788165482253
YwqVMry5QN93LE8cPEnK,Calibration,2.5281081405935493
Zycnd2LjApuX6ZdmEfs2,Calibration,0.9443442349065516
aZKBumyS8tGimucK1gaT,Calibration,2.012400236681565
cJJoTzc0AsivAqYO1Sps,Calibration,7.096379764074593
cXc5V6iJauyKEeJ2vwvu,Calibration,3.792332399739231
d5GvG1SQy728Bwmgb0GB,Calibration,1.2622928568538043
dSvsdi8LulPSFoRnQlMV,Calibration,4.64534572389959
e7YKmR9eetNstItr7ABi,Calibration,5.539383318503117
eEVel1dlZwHi3bBUPiz1,Calibration,2.3478002761284897
fbMqtetI7OAd97zpgUoW,Calibration,2.9485635161159216
hYD05uKDwES0CCbNle2U,Calibration,1.2060581496314253
hkj6v3vQaeSxIBaygRKh,Calibration,2.6994909518686097
iA8o9jnu2uTDxDRj8Uhs,Calibration,2.4580798453460853
iaibs5jjLUgClDNTbNMp,Calibration,2.333196688475788
iqU0TXVrgmZh3PKh5Rso,Calibration,0.9594116395541262
jX60JB2Ctgb9v3QgYlhx,Calibration,2.0623545866820847
kbv8A3LZACUOnMUNuM12,Calibration,0.5856515373352855
m8YFYa4chltTkyd11l8P,Calibration,2.382286353190111
mvTHd9P3ZHqfcsu7cZkd,Calibration,8.419204467943791
o3XUyE01OmoOTYMmowtL,Calibration,1.0290613355127218
qd7NSQuShqblAWCvL09N,Calibration,3.3294843589852325
sBTehMYyFhxGmObpOA20,Calibration,6.177606177606176
u60fzJMPtnygcxy6ilhH,Calibration,2.7471997013392
wpwTDC6jxOxjsk2bJ3U8,Calibration,0.9406155794429895
xHvldDP4HgxZGEgdmFkQ,Calibration,2.32304750588136
y32Iamapit9kU341OEN2,Calibration,3.7739924172602164
yu1sHMGvKYbwD8nXSXS6,Calibration,5.259850664166872
zigdAbqlrk0kWZ7JELIe,Calibration,0.8291634677958021
zvvfYV6Coe9BfnRyYHNv,Calibration,0.8015507319992886
7soGVDW7OADidxz3Gw7E,ClickHereBottomLeft,4.592901914157856
S7ypKiwkMl8OPgpnU3hP,ClickHereBottomLeft,2.706186936500904
xvGof1JxGCk3hL2ydu8l,ClickHereBottomLeft,4.517678153307034
0TOXZJmWJrSg26yMx8FX,ClickHereBottomLeft,1.5876381575294691
9wTYSrTZSZJHpmrsBcQK,ClickHereBottomLeft,4.510512759763201
IXWfxSy1sigfkD1cdoWC,ClickHereBottomLeft,2.507442596957451
KqQXUgOaXG7oPEkW1kjp,ClickHereBottomLeft,4.4611836913424625
Kwxk2tMj5yUUBzfqDGOl,ClickHereBottomLeft,0.7722007722007707
OXR5RdH2XdU7ZAy8xcUE,ClickHereBottomLeft,4.43820939871696
U4nMSG6vEWbKhaBd8QAV,ClickHereBottomLeft,3.2212548328083144
eOHglaucHmHaOv4puL49,ClickHereBottomLeft,6.350286095679696
on5FHORXazffb9GVDLJG,ClickHereBottomLeft,4.344781268888679
tsD5oq3l4WjZTjwSOAyB,ClickHereBottomLeft,2.367913569438292
uoMyYQK2ZZPNPFQyLONQ,ClickHereBottomLeft,1.9540042411846439
utgbbPoA5TFiLmLcroPk,ClickHereBottomLeft,4.404197615302681
wbnWaD3yqQv7TwmpkZI1,ClickHereBottomLeft,5.113504853598919
z5PiaJG89pRXYNRI6p0m,ClickHereBottomLeft,0.9596381433234423
HvFy1tGWAL2zsAr9bg8O,ClickHereTopRight,2.210380052371328
SLmTWhqOyubKjAJ0beYa,ClickHereTopRight,3.8068966253385184
TcpATkRUWbc8UQfO5Owd,ClickHereTopRight,2.2696314638656583
ThodYTKU0a3XTI07r8iX,ClickHereTopRight,1.8387484127466227
YbKjeVtsuxYz6KtAZ1Im,ClickHereTopRight,9.440218105221554
dIr3e1FNv26JRRgcJbIz,ClickHereTopRight,4.976403437415779
gRBU37tLKrU5LCxchP82,ClickHereTopRight,1.9310686810358233
yJE59tqT65pjZ6KOYktV,ClickHereTopRight,0.475640622712176
9Ae9YpkeklAtexyCIZ3h,ClickHereTopRight,1.579346519235229
ASQgRyRjJU9QxiALHgzW,ClickHereTopRight,3.870983248286387
B69O3ZZ2kRWpRNfrQZdB,ClickHereTopRight,2.952118241870097
BJ1I6W5Lft1NQe2IdA4a,ClickHereTopRight,6.587929067456116
FrBshQhEOIv4gZ561mMT,ClickHereTopRight,6.548126379822822
K3rvKFioqRp6EB9TJBV7,ClickHereTopRight,4.055482787818092
K49FOSGU6EYibQTbiCyD,ClickHereTopRight,0.9124263462248065
MOpSKFF3JD5yUbTmilnh,ClickHereTopRight,4.285366567619513
NA0jaVJsT6lgrs6uw0Sq,ClickHereTopRight,6.427193974189646
TL0vdVC29KRHsPI3Khcb,ClickHereTopRight,3.1586930384704734
hSHdLmyYVZLV4KdU3CiC,ClickHereTopRight,4.299605836158376
iQtZbXeTSnJuBh9YTcnr,ClickHereTopRight,5.707687472546119
iaPyrDJqM72pmkFXA8WH,ClickHereTopRight,3.2704402515723263
jHYakGzj55Evl3JdC8my,ClickHereTopRight,2.630630814156838
k1XdCHLI6eLVVSZ0ndRC,ClickHereTopRight,5.241878368969963
tR5AnztoJ0EKbmFRWfCh,ClickHereTopRight,4.836899577087362
v5sQZyPCZMHKzVLeQIeI,ClickHereTopRight,5.4343875975073415
y1jaKupK7rTYCWAMAISg,ClickHereTopRight,3.851372333033546
08Ub2TQF2qn5r9UkTTuh,Face,4.017522039535799
0E4p6kxzRqXhA6F2nK5u,Face,1.1111111111111072
0FiSFJE0xOxnJtghNiuc,Face,3.8747482156421946
0dFVmKZ0TMF42y8vzEUz,Face,5.179396728847778
11rHC8orDYqW9Q5w8cDf,Face,0.38610038610038533
1GaAVb8d0ogH30MCakJv,Face,1.5814784881545676
1HOFLevPXxvV6y8c9ifW,Face,4.540552923667275
1T959Zrg58PbEeI3TO79,Face,4.000115209820267
1gj1aAWz9V0RvNBd3nit,Face,3.211603521442255
1nXbHJKQ8OtCiaI3D2kX,Face,3.3687372978458647
1pY6WC3FIOJMqp4FEW9Z,Face,0.833437637538655
1vS1TaarZxQUrPFx2wz3,Face,2.4075955469621193
23brQCCRwUVFVXjSu6du,Face,1.7674444998050038
23dSR1zLjr3QQWhvbK8Y,Face,3.298205028087958
23vd4pdErq9EGE2bIx80,Face,5.641634566298084
36giKWyDXPZfvxL4y3Wa,Face,1.787622683034657
3AeDMaJf428bA60gc0Su,Face,3.704970531681057
3M0lpo3Ad4pfP5q2ho6b,Face,3.174778719334003
3b9UJIetz6usScKKT5dV,Face,1.357997964703591
3dagQ5am41OPRAXQSDXF,Face,0.5856515373352855
3ggZDSsXOFz3tOTx4A9f,Face,1.1137106451976457
3rEQrYYjZgvg8Osgj6XL,Face,5.74598392008342
4DJn147DZkqB79wyc8nf,Face,0.2568628167172675
4J2DlIAkcAXjzKGWuUgB,Face,3.1383668518368233
4KQNMPwEfFnHt0bU0N31,Face,4.079340835512876
4P8UMmBrwyx78ak4BDAB,Face,2.17029936327434
5dAKwupoIQecS4NS2dwZ,Face,5.73889654419136
5liupmFkIVsSd7q12GMG,Face,1.6412855040054748
5zw2MuA3pSz4TUwGIdeF,Face,3.7051771544024774
6vgQnXTsaoPl3IBhGGBR,Face,0.9142074244829845
6xrspMPfB6yVUKgpeHUu,Face,1.424080059479527
7KiU5pkraA6cof4fsiAe,Face,0.597857864127886
7UltXuPL6iJRcnYB0XL1,Face,0.6423982869379063
7amy7grR4HFUFSAanIzh,Face,1.4282660516748247
7jBajKRHBimUb8sHTHR2,Face,1.253833912506442
7kcymAb85GKpYwsogBZ8,Face,1.3163150741955614
7oWfyXFIFt0Z1yIowC58,Face,0.637532084630714
82HOeZK6f5g7D1fvlyiU,Face,3.834457725203607
8B7UXz7ViDM3r1radqeK,Face,3.7151383386670824
91XAr3ZnVYFi0yRijaei,Face,5.887311545556236
9R37DpEYKuDMGo73ZFVb,Face,2.062354586682079
9Se2bRhmmeambISQVO1Q,Face,1.6913668353130598
9hhmdLeEQs628XKfmMHc,Face,4.432876273363512
9j93yjT7AfGT4D4wTs1P,Face,0.9836698026517349
9scJBLJKtOBaQ4UrVzWF,Face,5.6138172343370005
A2s8ArMCYxq6bo1rNZYI,Face,2.25551437882474
AXFXk0GTftjR7AYR4ZcQ,Face,1.7221700962137099
At21itoIEj9Z7ohVA4pQ,Face,4.879619290518601
Axy9M13kvuofvAdCus27,Face,2.883113493309539
B7sSs3LxL27vB94GA5GH,Face,1.4813242167487386
B8VNLRCVPZ48smdbIOd4,Face,2.378203113560891
BUvWADdY72plc5JsRfGT,Face,0.9516837481698404
Bq7bjnORHvU5v8T8QmMp,Face,6.7624746835464755
C5MCYgHyst3daA4LTN01,Face,3.6219481605068453
CP7fMM32eOgyuUCw8azI,Face,1.4415567466547632
CPd1XRJPmxp4ChQ9xVEl,Face,3.352107892676398
CrfyDOQ36eSfvI68Aq9D,Face,5.179396728847782
DnAh1OCiUqh8LCYw7qJ1,Face,1.787622683034657
DsH1f106jThs7GrTr4Gf,Face,3.7800306197574645
Dv5og3mSvqpj0po3V85C,Face,3.2763986208473024
ELHzrHBphNKHcjqiOfcX,Face,6.756535058953755
EQiv9unQ3zlGZl27dlXt,Face,1.1361067190329903
EZMouGTQfx7NkBrd9dzF,Face,4.291353284257493
EfuaMj6581V1jP7wpWFX,Face,1.1277571894123646
Ermr5iwJOPW7oHMmEDlW,Face,1.887777539603715
F0egaN0hm1of8C6paWzJ,Face,5.844081963046898
F5oH4rZ5yBAwqweqDW5p,Face,2.260365790352584
FNQowiRoTPJOS7Qkt9bx,Face,2.0353696228001845
FwlQgmvQXLziFCSTz7Zl,Face,0.9142074244829821
GFof9wUS24CPav6zMBZK,Face,4.396809554580862
GLjmo9zdGNoAXTp3f0pg,Face,3.1870763456051785
GftR20aSPeNMKxMcne7m,Face,1.2460185130804164
HA3B4y5wquxuT0bjNmzB,Face,0.951281245424352
HBaFE9Cf2kpnw0vtOtre,Face,4.64290693104175
HO9T4vJwtvvnVmqY3pKy,Face,0.6119119633381129
Hbv9ODKBSHo0Af4KbCB0,Face,2.062354586682084
Hp4LK1DKcSlPUF4ocWtP,Face,4.454842580790595
Hq1QKGFQQb2Knq4EmbSI,Face,6.651908051841314
I3gW1TdgKLkzRKNoWVAO,Face,2.8282585355021794
IPTOIquiwKeaJgkv8Rtw,Face,4.757604240516421
IdP8Q6ko5rVrrKgy2jfs,Face,1.7623750116950558
IdfWICn2XIbo0XTgh8rV,Face,3.8756484982403374
IpbBaMukojb78CGKVV7A,Face,4.031772638223773
JG0PmQJSd6MFyJa3m7fV,Face,3.3255898067418133
JoyW4tEmkNB2thFwjRaO,Face,0.8970871630734338
Jp9cChbxV7sfeynQKbAA,Face,1.1371574710576566
Jpr6pIyqwznHCwfDS4Vz,Face,1.5383267943545018
JwFsFSvKcJtmk0DshUGM,Face,6.579600092270568
KC1dYPZL2NBHjKFaNict,Face,1.2752073832762916
KPz0aIm2veKBZ71kRgBj,Face,4.277010701065523
LNTulhxEw2Hze09i0hJK,Face,0.8918665166856697
LfQeYP1B2hI2f8E7b1tM,Face,4.20972737672497
Lr0TWp9udTX52LmeFWnm,Face,2.209354183266036
LsExS28W9nr3rXTy73rh,Face,1.3928370899720663
LvC3TOvrE3JMixlSFAjO,Face,3.109957418746577
Mu1kFUdoMsriKQrx12zg,Face,2.7443323652352043
Mu7X3Go9p2q4C4JWswQp,Face,3.352107892676398
N90Yv1vlzVoGSkCUVWCN,Face,2.0413378805713602
NF8aYWI6EhoXHOIxoBko,Face,3.4965015378459077
NVWL7izXG5X7d6auflbD,Face,1.5048015613393884
NodATG0KcO1742W1fhtS,Face,3.0727525853770357
NrMKOk1GIa8wy7g40ziM,Face,1.086284859598377
O7VZNZRsD7DzwDmIiuPn,Face,0.45788705400512153
OAe1C9gRpllGPakgEBJm,Face,3.0890451368530005
OD5kseGtuxu2q5ComuQV,Face,1.4022413211411688
OHkuMMqujLKgslYMGvCd,Face,5.098099932862608
OTkSpf74u6j1dUzKSYJK,Face,3.89087434770003
Oj8OfHwTdATQ4yBwbFEZ,Face,2.170846291990465
Q0gLDODZfUz7oRhTaXHO,Face,2.5504147665525783
QtcYv2jyE0Jr6EgbQmFV,Face,1.275207383276299
QwIRzSAUxcomeXCXokZl,Face,1.9001130906372854
RMZCgJC8H7sk4kmevcWe,Face,1.9503841153728738
RhuvqllCKpm60BHzzlu3,Face,1.3518275959393662
SKNHVexY9KNl3HJqu9WB,Face,2.655238842239461
SexDILFhym2g1IbWGwvP,Face,1.881231158885973
T5sNHTL3PzLkT3zkvZrK,Face,1.759516704609885
TSFBxTmUZrIhBzf93Nku,Face,6.319010399698764
Truy3oDr4DAoJrzdhwiK,Face,0.8013023445089787
U72ZpSOzG8EHCMsIQE3I,Face,3.92210357537047
UaZz4VRUVUqW0jZ8k9Wl,Face,3.4083201570989825
UqNmoFCGN8v9t1TVwmou,Face,7.610807932452296
UvKU3wnPKptAV0kiioKm,Face,0.8064755270307663
VEXWXmdtG8c2sRCHCrJd,Face,3.202278004546575
WCtcNyNhUBxYSEx7ekcU,Face,2.316602316602312
WFpsgZTMTylplWp6dw3P,Face,5.877134039767984
WKCbhvRYqSWkWwh9z08R,Face,1.252989742402156
X4xIALnoPj9igdezsjmo,Face,1.043044358397641
X8FaeTZt3dD9LpiY2koI,Face,0.9348609829541993
XKQOJoir2J9fq415jNm6,Face,5.949706345432699
XawkwscEsUxEW8tuqbyA,Face,0.9800396980087941
XhD23c2pmXWt13FIYQXe,Face,5.205720670571973
YYTcTleDNqJjzXbk07Uk,Face,4.397553771813968
YZE46BGidF1leLiUGHs5,Face,6.201119585224489
YoxsPA3I3bDLp0KUmn9I,Face,1.172987072294466
ZGaoUqYaGvpXD2GsoAEv,Face,1.1911431765950609
Zc9ukfYrx458AqlG7101,Face,0.5881414390649212
ZwfZaESzgZVQRMvBUdIJ,Face,2.7260730878227015
aRZzAZn5BHarer1k1MlG,Face,3.818447188170719
aX4vQD9YtQk3K3QtSDO2,Face,1.4552955772215417
aj4YaB0KICd6KZf4Yykw,Face,4.10039344376993
ajCbg2hX7n0O7pfvfhbs,Face,1.2560898695119176
atsRqSE3wSQnHo0mWdZc,Face,2.4075955469621193
bMKHnhutXRZrJcwmH8jU,Face,3.0444603035635196
bazp8ZFC4lTIvTmFcXMQ,Face,2.407595546962127
bcVbyTasKeHv19TZhPYn,Face,2.263117678999338
bfqsNz7ebarJbcyJsNqV,Face,3.6816574934662927
blUl8MtEIJEeXK2yHaxi,Face,2.141642854275632
c78DlrRNsYjN3bXbwszQ,Face,3.8633933758725774
cnlF0jJKroSQ2rGntQ95,Face,2.2019325587954617
d6mwJfGNPfb2NvqZqbgI,Face,1.828414848965964
dW0uLvajx0SJSqnx97EO,Face,3.8539242257307045
dhvI1RjJxwifD6wfY9h1,Face,4.925704014777566
eKvzHrdqj3VpLuMhI383,Face,1.1962171815757228
eResLbYemSvsyxEMSEGa,Face,3.0148532963215735
f2fjDQkWvYvgzsmDG6NZ,Face,2.7446172083625346
fgkauxYC3obIZacBoI5s,Face,2.3508137432188048
fnd2kadFgpnenWrtfcp9,Face,4.526599505524064
frEy1ZFSazRuIjqz50Q4,Face,2.400000000000002
g6zs32jy7BVPcN55e3hs,Face,4.094747997186368
gOM6jp7a47eefnRb3q6Y,Face,0.1873827163597979
gm92teuAHVnpppzKFOt2,Face,0.3759398496240629
h3cLfUrz5C6DCrF9BFmu,Face,4.705131512519391
hIIQig7jyjwyDGuIn4Xo,Face,3.7378915022654238
hTEYZWAtQqREhpf4R3mI,Face,5.398045991087259
haG6Ft6Xctl1KyJjHW2Z,Face,0.7668189373274504
iNDz2kbiD60tTMWFN1Xm,Face,1.0347016960789446
iWWddZ5jBFjHlk7Hhd1C,Face,2.2470570012484266
iihYz1vSzbnQFVEI4QOP,Face,1.9824070484332237
inFZXrlF6PHigwhTGNfc,Face,2.8418568709206866
j5QYdkMdJDtZEAhmxY2Y,Face,4.864099796500509
j7WewwOdhC8XvKRhbZWA,Face,1.886996208630113
jGmQLuxbav2dEhqQH0pm,Face,0.960292666842598
jVTZRelcl6zWhnrM2iuS,Face,4.592971459557226
jfJBtCnPYANn5ghHkC5u,Face,1.1729870722944573
jnRwei3VItVx1AnZcgEm,Face,2.066825746718081
jq8qnEXfwJ7Hw49GhoRJ,Face,3.6572583789118
k1PYzcCE0v8Sm7oP0y7x,Face,2.7446172083625275
k2fUdkjljq8Ga0Z0SVLy,Face,1.028827358738304
kFXijXpxVbNlOOBktAk7,Face,2.7592107339790313
kfxJqAXaXSdzv2vykfIC,Face,2.757341271462577
ki4dYEqjVWGltjD9Rz4r,Face,2.879294673869557
lSl1BkTVOsssLlE8W3kZ,Face,2.958541679706953
lSlb7G6bemhS30jES4j3,Face,3.426830031165831
lrgLS6dTWY8XgE5cNg33,Face,0.9800396980087941
lv6AmcRRgwxANM2X6Imx,Face,2.862694949140648
lwZkXKdfcXNXp4wrPxw9,Face,6.070927348516955
m8ipQS8moskuvIcO42HK,Face,3.408320157098979
m9Nfi3RhZs7R6wJOP3LY,Face,2.0770624631986667
mFw54joKOlK6xCSLZKdV,Face,1.6762056952772286
mLIzaKkZc7sqhoYzzFvR,Face,0.820962508481729
mPLzpfMEx6ek1ONjYPVb,Face,3.565571445133785
mhsu9XfPtv8ucZFDs2Ph,Face,3.9080084823692878
n80tvoSEJ3YKpVX5PLvf,Face,0.46245207858306586
nAiZI15ZcHU2drKUKrc0,Face,1.6516480446636426
nECgTus047jKS4lWudBz,Face,1.462437951642324
nFiuKUb148PJvDIZUv5T,Face,5.440954384595213
nO1FZhQmaH2mQte90TRJ,Face,1.4778325123152691
nUQuKB22kFzdzQXxvjZo,Face,2.378203113560888
nUXfAyl5pOKFFqTNkXBT,Face,0.45662100456621
nUZNOUXeFDPPMeYUkf9f,Face,1.5691834259184116
nbLuBn17lViKnL68a8bv,Face,2.771535004314542
nhUBrFK9pfpCCkcbRkOj,Face,1.3951208384879832
nwl2QUzWSqpQPdsfF03B,Face,1.8085004614322955
oThc8X4m7uGolR4cba02,Face,5.448035310678897
oVlrPke147vUOmKAHc7i,Face,3.843282611381018
pwFeXcHbqpx7QBSboBSV,Face,3.123724781560152
qO0lN1VQlX8gCko4O5YL,Face,0.38369514105142877
qRVX80G9lYzrysy2JrD2,Face,0.5864935361472269
qbmmpxiB0zUOP0ueuuer,Face,1.6232695443853438
rGc0be3K0gcPVokYeQui,Face,0.6440839206162905
rd79W7tonzGmtWBRnT6b,Face,1.7385420660990063
s04wHEwmsj01IowiDYsm,Face,4.230783380083338
sfjjcaPNgQX4727zUYfs,Face,3.079852798630689
sy9MBQ6FAxvObj9gsuDs,Face,2.394680742808825
t9seeSA3C9KrIRGyWDg4,Face,2.8459079687903195
tFIIbqtmTxirVQLESWFM,Face,4.864099796500507
tHKRTvfc1vCpKiaHNYxk,Face,2.545326516774822
tSaGmBD0R8gDD8Sqzk1c,Face,2.0847511313517293
tsGmr08trmWnJ4mdDhfe,Face,1.0917688817486273
txJBYuP1zkwGeTTIdoD3,Face,1.1656566250177043
u7RBTwCyyrBmKQkkqzQw,Face,4.615344916212609
uIgFMjeDAX69OW1m0N4v,Face,2.740018595046856
uJp1x08cCUUHDPNu5OWq,Face,3.042443895090722
utFpcEjetjnQQ5uqQ3Gi,Face,3.596840500482369
uuGCEezcpDOdcrZwQxrz,Face,2.4627709978314654
vIey1ofcL8gP4JGy7j3n,Face,1.2752073832762945
vK6PFyqsPeSIYCBXKUsP,Face,3.681988574059182
vYpLNnNkrAF8YE3TCwkW,Face,1.7384912798271897
voD2zEpXBICo8Ymorzv4,Face,4.259365601835265
vpi1sFtzB3E0U9KGNTtF,Face,5.551125581480379
wCo6wnCbYXOijOWdW17K,Face,2.4426529200813274
wHYcufcQaRn97HRTgITr,Face,0.3266365158890282
wNg4jL1fXUbBNjJ1zE2Q,Face,6.134888372212874
wSizj9iTp7dDY1dtLBOE,Face,2.7191104187185977
xtJZRtQn7KJkdpMBjKlv,Face,2.7061869365009
yRI8Wjumo669OsIssMCT,Face,1.1729870722944677
ynpQhfvW5tqk12mWPAWi,Face,4.062036647219713
yqirlTJ0GZqyOUKAccWp,Face,3.8556807351736526
z6hr1fFAGD8giOLZIbTb,Face,2.35256575625969
z7PQ7ywZf94P6G2RwnkT,Face,2.145880658084929
zGDDmV71PVYvv9r00nWm,Face,0.7916035680902447
zbfKzb95qxH5gHE70SdJ,Face,0.8206427520027374
zikhSnu2VRoHxJiHFLfk,Face,0.6423207042884546
zjstkYQgVCxCgC7kbm7O,Face,0.6500731343435178
zwMCtCVJBthR4o66eAKT,Face,2.3049645390070927
04HCE9ZzwTkHMM0KxbyV,SpiralLeft,5.835492527719344
9LVrJjSMQGdl7dmNWZHK,SpiralLeft,3.229773315178367
9bSLyEXvAxvdpSbOILhE,SpiralLeft,2.331138123641861
DzFeYNdFrYljBQAN4NQo,SpiralLeft,4.184331836801825
F7bAzir6ySfSh7VuKcRe,SpiralLeft,1.9385179702619537
HJc7yQvRw8jyuhD5mJic,SpiralLeft,2.5817957896711063
O2WFydx2Yu0v1g6iGBeo,SpiralLeft,2.910591154443079
OJIPvC0kVRwNaRlL5djf,SpiralLeft,6.001516773093896
QMCGGwEzDIhUlK5HDOUO,SpiralLeft,6.213804067906236
Ua4xptMrDx8ACuexEQWC,SpiralLeft,1.5292000596367161
VIQ35pUBZIV9x5lq166h,SpiralLeft,3.4476654273372938
aRxEFTrM2qGxgguu8KPS,SpiralLeft,1.4282660516748356
bRfAlZXPI4AhdoCOKBqL,SpiralLeft,0.4867234808856625
d9FckzaUJmlAhe1TzhT3,SpiralLeft,5.303929870833726
e9rv6pjfjXkayFOwph6e,SpiralLeft,2.1835377634972546
fdx4as64JISvybYAVMID,SpiralLeft,6.49470069899931
gyFTuWlqnbBqCZwCwk4Y,SpiralLeft,2.0940660823290864
qm6pe8eM1xmMfTdlrWQu,SpiralLeft,4.0633932434660585
s3vpIKkRw4qkvE5o7NC7,SpiralLeft,1.9576227726745075
uPTNILwavRQLMT5EtatN,SpiralLeft,5.03338010358662
MmRlmfyAlANY7rrCXgJI,SpiralCenter,1.127552452985394
06lDVgLvlNEa6fYZLbQL,SpiralCenter,0.33540003944692465
38IoeQzfoXiuEQFlTVoV,SpiralCenter,8.477939919554963
6ME1IOUYoiYY7nSrH1IM,SpiralCenter,2.6076047893622474
AlRjSTYcnN94F9qdHq3O,SpiralCenter,6.175991652349986
CZitX07adBUi7joGC5yd,SpiralCenter,1.6050636979747475
IjPsApLpmSkOqu2ie8wS,SpiralCenter,5.201700521843755
J60wXTF5L2BPQfrSQwdC,SpiralCenter,1.269489980354692
PELXI703pe5zRSPt9buP,SpiralCenter,5.0317115632778
Q5UnhehsgUVJMiANtd15,SpiralCenter,1.7494908905260738
Re0NYAKlYYiVlVKQOLTb,SpiralCenter,4.070739245600369
Vjfwpw2Z6cQoKQIVWcMe,SpiralCenter,4.256178447809504
VuTopfeIAY8IUdEprkrx,SpiralCenter,1.1251024055430943
dVUITOdeajr91A9JJv58,SpiralCenter,0.31695721077654726
gtyP95qJDJz7Oa4RvsfO,SpiralCenter,1.3018379760851018
mKSMCakoDyI9Yol10q8R,SpiralCenter,3.0444603035635076
q3GX60PoGyslpNivK5s6,SpiralCenter,2.8044826422823386
wJtEpFpCxEHQBx04bwkl,SpiralCenter,4.443679471053346
xjqhsNKNQyWfBrYdfCOY,SpiralCenter,2.616542381194594
ycedC4nDYgbLqx7kZU9i,SpiralCenter,1.4022914744312902
